objectid,parentid,title,identifier,subject,dimensions,display_template,format,object_location,image_small,image_thumb,image_alt_text,description,notes,other_objects
object_0029,,Chou head,29,Chou head,H: 3 ¼ x 3,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5560/full/400,/0/default.jpg",,"Chou head. Wu chou. Flesh face, white clown patch covers nose; black tufted Dali style stachio and soul patch; triangle eye; dissatisfied expression, red closed lips; red ying luomao 硬羅帽 hexagonal minister hat, black repeat accents, 8 small turquoise green pompoms, red top knob; turquoise green ear pompom; black ciguye 慈菇葉 martial arrow, 2 red, 3 turquoise green small pompoms; short blue neck ribbon..",Peeling lacquer.,
object_0029_0,object_0029,DSCN5560.JPG containing object_0029,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5560/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5560/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5560/full/400,/0/default.jpg",image containing object_0029,,,object_0028;object_0030
object_0030,,Chou head,30,Chou head,H: 3 ½ x 3 ¼,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5560/full/400,/0/default.jpg",,"Chou head. Wu chou. Flesh face, white clown patch covers nose; black tufted Dali stachio and soul patch; triangle eye; closed red lips. Blue ying luomao 硬羅帽 hexagonal minister hat, natural white, black repeats, blue top knob; red pompom at ear; black ciguye 慈菇葉 martial arrow with 3 small red and 2 blue pompoms; short red neck ribbon. Lacquered.",,
object_0030_0,object_0030,DSCN5560.JPG containing object_0030,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5560/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5560/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5560/full/400,/0/default.jpg",image containing object_0030,,,object_0028;object_0029
object_0031,,Chou head,31,Chou head,H: 3 ½ x 3 ¼,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5561/full/400,/0/default.jpg",,"Chou head. Wu chou. Flesh face, white clown patch covers nose; black outlined smiling red mouth; teeth, tongue; triangle eye. Black ying luomao 硬羅帽 hexagonal minister hat, red, natural white cut flower decos, white, black accents, black top knob; red pompom at ear; black ciguye 慈菇葉 martial arrow; short red neck ribbon. Lacquered.",,
object_0031_0,object_0031,DSCN5561.JPG containing object_0031,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5561/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5561/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5561/full/400,/0/default.jpg",image containing object_0031,,,object_0032;object_0033
object_0032,,Chou head,32,Chou head,H: 3 ½ x 3 ¼,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5561/full/400,/0/default.jpg",,"Chou head. Wu chou. Pink painted face; black brow, cut crescents at jawline; black stylized eye; red smiling lips; grey pate; mustard color cloth back projecting hat, small top knob, natural yellow fillet ribbon with red ties at base of neck; black 慈菇葉 martial arrow. Lacquered.",See 13. No clown patch over eyes could mean this is not a chou but a jing. Neck has pink faded color from another object.,
object_0032_0,object_0032,DSCN5561.JPG containing object_0032,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5561/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5561/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5561/full/400,/0/default.jpg",image containing object_0032,,,object_0031;object_0033
object_0033,,Jing head,33,Jing head,H: 4 ¾ x 4 ½,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5561/full/400,/0/default.jpg",,"Jing head. Wu jing. Red painted face, yellow accents on forehead to nose; heavy black brow and eye, white accent; full black opera style beard covers mouth attaches at ear; black ying luomao 硬羅帽 hexagonal minister hat and knob; green fillet; black ciguye 慈菇葉 martial arrow; short red neck ribbon. Light lacquer.",,
object_0033_0,object_0033,DSCN5561.JPG containing object_0033,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5561/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5561/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5561/full/400,/0/default.jpg",image containing object_0033,,,object_0031;object_0032
object_0034,,Sheng head,34,Sheng head,H: 3 ¼ x 3,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5562/full/400,/0/default.jpg",,"Sheng head. Wu sheng. Flesh face, pale pink cheeks; green pate; black ying luomao 硬羅帽 hexagonal hat and top knob; black ciguye 慈菇葉 martial arrow decorated with 2 small red and 3 turquoise green pompoms; short red neck ribbon. No lacquer.",Essentially same as 35.,
object_0034_0,object_0034,DSCN5562.JPG containing object_0034,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5562/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5562/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5562/full/400,/0/default.jpg",image containing object_0034,,,object_0035
object_0035,,Sheng head,35,Sheng head,H: 3 ¼ x 3,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5562/full/400,/0/default.jpg",,"Sheng head. Wu sheng. Flesh face, pale pink cheeks; shaved head; black ying luomao 硬羅帽 hexagonal hat and top knob; black ciguye 慈菇葉 martial arrow decorated with 6 small white pompoms; short red neck ribbon. No lacquer.",See 34.,
object_0035_0,object_0035,DSCN5562.JPG containing object_0035,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5562/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5562/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5562/full/400,/0/default.jpg",image containing object_0035,,,object_0034
object_0036,,Sheng head,36,Sheng head,h: 3 ¼ x 2 ¾,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5563/full/400,/0/default.jpg",,"Sheng head. Wu sheng. Flesh face, pale pink cheeks; shaved head, ruan luomao 軟羅帽 soft black cloth hat forms hexa swirl at side of head; black ciguye 慈菇葉 martial arrow; short red neck ribbon. No lacquer.",Identical to 37.,
object_0036_0,object_0036,DSCN5563.JPG containing object_0036,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5563/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5563/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5563/full/400,/0/default.jpg",image containing object_0036,,,object_0037;object_0038
object_0037,,Sheng head,37,Sheng head,h: 3 ¼ x 2 ¾,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5563/full/400,/0/default.jpg",,"Sheng head. Wu sheng. Flesh face, pale pink cheeks; shaved head, ruan luomao 軟羅帽 soft black cloth hat forms hexa swirl at side of head; black ciguye 慈菇葉 martial arrow; short red neck ribbon. No lacquer.",Identical to 36.,
object_0037_0,object_0037,DSCN5563.JPG containing object_0037,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5563/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5563/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5563/full/400,/0/default.jpg",image containing object_0037,,,object_0036;object_0038
object_0038,,Sheng head,38,Sheng head,h: 4 ½ x 2 ¾,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5563/full/400,/0/default.jpg",,"Sheng head. Wu sheng. Flesh face, pale pink cheeks; shaved head; mouth covered by long black three strand opera style beard and stachio attach at ear. Ruan luomao 軟羅帽 soft black cloth hat forms hexa swirl at side of head; black ciguye 慈菇葉 martial arrow; short red neck ribbon. No lacquer.","Note: Slight flaking on arrow. Face id to 36, 37.",
object_0038_0,object_0038,DSCN5563.JPG containing object_0038,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5563/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5563/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5563/full/400,/0/default.jpg",image containing object_0038,,,object_0036;object_0037
object_0039,,Armor female,39,Female body,H 8 ¼; arm extended W 5 1/2; neck rod L 12 ¼; both hand rods L 10.,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3761/full/400,/0/default.jpg",,"Armor female. Woman warrior, wu dan 武旦. Martial attire, ruan kao 軟靠. Red deco tunic or jacket with close fitting sleeves, buttons front, dark pink turquoise green, blue, green; cut out four petal flowers, elaborate black gold-buttoned cuffs; orange cross chest tie and tassel, same waist front tie (broken in one place), long sash; blue, green cut out fish scale apron over red balloon pants; pleated turquoise green skirt or cloth with black, red deco hangs back below jacket; red lotus shoes, bound feet; block hands. 3 rods. Laquered.","Compare 118, 119. See Broman p 111 ex 218, 219, nü tichang 女踢氅. Pencil note for object numbers 39 and 40: ""女馬童衣 弍件"". Pencil note exactly corresponds to Chinese Catalog 3a 4上 but not necessarily this object. The 3 x 5 card attached to this item was meant to describe and identify it. As with all the cards, the hole punched in the card fit over a rod handle. Because cards could easily slip off the handles, it seems that many of them eventually did and over time the cards were randomly affliated with objects. Chinese characters were written in black pencil and on some cards additional notes were in red pencil on the reverse of discarded 3x5 library catalog cards.",
object_0039_0,object_0039,DSCN3761.JPG containing object_0039,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3761/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3761/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3761/full/400,/0/default.jpg",image containing object_0039,,,
object_0040,,Armor female,40,Female body,H 8 ¼; arm extended W 5 1/2; neck rod L 12 ¼; both hand rods L 10.,compound_object,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3763/full/400,/0/default.jpg",,"Armor female. Woman warrior, wu dan 武旦. Martial attire, ruan kao 軟靠. Green tunic or jacket buttons front, with blue, dark pink accents; close fitting sleeves, elaborate black gold-buttoned cuffs, red floral and purple accents; orange cross chest tie and back tassel at shoulder, same waist front tie, long sash; blue, natural white cut out fish scale apron over turquoise green balloon pants; pleated turquoise green skirt or cloth with black, red deco, hangs back below jacket; red shoes, bound feet; block hands. 3 rods. Lacquered.","See Broman p 111 ex 218, 219, nü tichang 女踢氅. Pencil note for object numbers 39 and 40: ""女馬童衣 貳件"". Pencil note exactly corresponds to Chinese Catalog 3a 4上.",
object_0040_0,object_0040,DSCN3763.JPG containing object_0040,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3763/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3763/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3763/full/400,/0/default.jpg",image containing object_0040,,,
object_0040_1,object_0040,P1050008.JPG containing object_0040,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FP1050008/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FP1050008/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FP1050008/full/400,/0/default.jpg",image containing object_0040,,,object_0452
object_0041,,Armor female,41,Female body,,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3762/full/400,/0/default.jpg",,"Armor female. Woman warrior, wu dan 武旦. Martial attire, ruan kao 軟靠. Black, dark blue above knee tunic, cut out flowered pattern, close fitting sleeves, white cross chest tie with back sash, front extending sash from waist, back waist sash, white with blue lining, red balloon pants, red shoes, bound feet; hands each inscribed fists. 3 rods.","See Broman p 111 ex 218, 219, nü tichang 女踢氅. Similar to 39.",
object_0041_0,object_0041,DSCN3762.JPG containing object_0041,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3762/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3762/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3762/full/400,/0/default.jpg",image containing object_0041,,,
object_0042,,Jing head,42,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5564/full/400,/0/default.jpg",,"Jing head. Wu jing. Green painted face, red and natural stylized brow; black stylized eye; closed red lips.; green ying luomao 硬羅帽 hexagonal minister hat, natural and yellow moth decos, many small red pompoms at ends of moth feelers, green top knob; partial red ear flower; black ciguye 慈菇葉 martial arrow; red neck ribbon. Kiss band member. Lacquered.",Somewhat worn.,
object_0042_0,object_0042,DSCN5564.JPG containing object_0042,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5564/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5564/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5564/full/400,/0/default.jpg",image containing object_0042,,,object_0043;object_0044
object_0043,,Jing head,43,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5564/full/400,/0/default.jpg",,"Jing head. Wu jing. Red painted face; black, natural white brow; ying luomao 硬羅帽 green hexagonal minister hat, red, natural white accents, green top knob; natural ear pompom; black ciguye 慈菇葉 martial arrow decorated with 2 small red and 3 green pompoms; short red neck ribbon. No lacquer.",,
object_0043_0,object_0043,DSCN5564.JPG containing object_0043,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5564/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5564/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5564/full/400,/0/default.jpg",image containing object_0043,,,object_0042;object_0044
object_0044,,Sheng head,44,Sheng head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5564/full/400,/0/default.jpg",,"Sheng head. Wu sheng. Open cut face. Black hexagonal state minister hat with natural white decos and numerous small red pompoms, black top knob; large red ear pompom, black ciguye 慈菇葉 martial arrow tips decorated with 3 red and 2 black small pompoms; short red ribbon at nape. Lacquered.",,
object_0044_0,object_0044,DSCN5564.JPG containing object_0044,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5564/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5564/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5564/full/400,/0/default.jpg",image containing object_0044,,,object_0042;object_0043
object_0045,,Chou head,45,Chou head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN5565/full/400,/0/default.jpg",,"Chou head. Wu chou. Minister. Flesh face; white clown patch, black edged, red closed lips. High hexagonal black hat sits forward on head; has large black topknot, small red pompom pairs, natural repeat decos, black ciguye 慈菇葉 with 3 small red pompoms; short red ribbon at nape; large red pompom at ear. Lacquered.",,
