objectid,parentid,title,subject,display_template,format,object_location,image_small,image_thumb,image_alt_text,description,object_thumb,object_location,reference_url
"object_2066_0","object_2066","","","image","image/jpg","/objects/dscn2921.jpg","/objects/small/dscn2921_sm.jpg","/objects/thumbs/dscn2921_th.jpg","image containing object_2066","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2921_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2921.jpg","http://localhost:4000/shadowfigures/items/object_2066.html#object_2066_0"
"object_2067","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2921_th.jpg","","Chou head. Lao chou official. Pink blush, flesh face, clown patch, black marks; opera style, cut natural white pointed beard, stachios partially cover red mouth. Black shamao hat, downward fins. Hat sits forward on head.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2921_th.jpg","","http://localhost:4000/shadowfigures/items/object_2067.html"
"object_2067_0","object_2067","","","image","image/jpg","/objects/dscn2921.jpg","/objects/small/dscn2921_sm.jpg","/objects/thumbs/dscn2921_th.jpg","image containing object_2067","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2921_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2921.jpg","http://localhost:4000/shadowfigures/items/object_2067.html#object_2067_0"
"object_2068","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2921_th.jpg","","Chou head. Chou official. Open cut black face, clown patch, ‘ba’ 八 stachios, pointed, full black beard. Black shamao hat, cut, deco, oblong fins.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2921_th.jpg","","http://localhost:4000/shadowfigures/items/object_2068.html"
"object_2068_0","object_2068","","","image","image/jpg","/objects/dscn2921.jpg","/objects/small/dscn2921_sm.jpg","/objects/thumbs/dscn2921_th.jpg","image containing object_2068","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2921_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2921.jpg","http://localhost:4000/shadowfigures/items/object_2068.html#object_2068_0"
"object_2069","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2922_th.jpg","","Chou head. Chou official. Black shamao hat sits forward on head; round fins. Flesh face, ornate black curled cut pattern, stylized eye. Black pointed beard, &#39;ba&#39; 八 style stachios.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2922_th.jpg","","http://localhost:4000/shadowfigures/items/object_2069.html"
"object_2069_0","object_2069","","","image","image/jpg","/objects/dscn2922.jpg","/objects/small/dscn2922_sm.jpg","/objects/thumbs/dscn2922_th.jpg","image containing object_2069","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2922_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2922.jpg","http://localhost:4000/shadowfigures/items/object_2069.html#object_2069_0"
"object_2070","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2922_th.jpg","","Chou head. Chou official. Black shamao hat sits forward on head; round fins. Flesh face, ornate black curled cut pattern, stylized eye. Black, &#39;ba&#39; 八 style stachios.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2922_th.jpg","","http://localhost:4000/shadowfigures/items/object_2070.html"
"object_2070_0","object_2070","","","image","image/jpg","/objects/dscn2922.jpg","/objects/small/dscn2922_sm.jpg","/objects/thumbs/dscn2922_th.jpg","image containing object_2070","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2922_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2922.jpg","http://localhost:4000/shadowfigures/items/object_2070.html#object_2070_0"
"object_2071","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2922_th.jpg","","Chou head. Chou official. Black shamao hat sits forward on head; round fins. Open cut face, round red rouge mark on cheek; round clown patch.red lips.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2922_th.jpg","","http://localhost:4000/shadowfigures/items/object_2071.html"
"object_2071_0","object_2071","","","image","image/jpg","/objects/dscn2922.jpg","/objects/small/dscn2922_sm.jpg","/objects/thumbs/dscn2922_th.jpg","image containing object_2071","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2922_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2922.jpg","http://localhost:4000/shadowfigures/items/object_2071.html#object_2071_0"
"object_2072","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2923_th.jpg","","Chou head. Chou official. Black shamao hat sits forward on head; round fins. Grey, red, natural face, red lips outlined in black; red rouge mark; queue tucked under hat.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2923_th.jpg","","http://localhost:4000/shadowfigures/items/object_2072.html"
"object_2072_0","object_2072","","","image","image/jpg","/objects/dscn2923.jpg","/objects/small/dscn2923_sm.jpg","/objects/thumbs/dscn2923_th.jpg","image containing object_2072","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2923_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2923.jpg","http://localhost:4000/shadowfigures/items/object_2072.html#object_2072_0"
"object_2073","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2923_th.jpg","","Chou head. Chou official. Black shamao hat sits forward on head; round fins. White flesh face, triangle eye, stachio attahced to hear area, soul patch.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2923_th.jpg","","http://localhost:4000/shadowfigures/items/object_2073.html"
"object_2073_0","object_2073","","","image","image/jpg","/objects/dscn2923.jpg","/objects/small/dscn2923_sm.jpg","/objects/thumbs/dscn2923_th.jpg","image containing object_2073","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2923_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2923.jpg","http://localhost:4000/shadowfigures/items/object_2073.html#object_2073_0"
"object_2074","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2923_th.jpg","","Chou head. Chou official. Black shamao hat sits forward on head; round fins. Flesh face, triangle eye, straight closed red lips, benign.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2923_th.jpg","","http://localhost:4000/shadowfigures/items/object_2074.html"
"object_2074_0","object_2074","","","image","image/jpg","/objects/dscn2923.jpg","/objects/small/dscn2923_sm.jpg","/objects/thumbs/dscn2923_th.jpg","image containing object_2074","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2923_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2923.jpg","http://localhost:4000/shadowfigures/items/object_2074.html#object_2074_0"
"object_2075","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2924_th.jpg","","Chou head. Chou official. Black shamao hat sits forward on head; round fins. Flesh face, triangle eye, swoosh marks, white clown patch, smiling red lips outlined in black, smirking.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2924_th.jpg","","http://localhost:4000/shadowfigures/items/object_2075.html"
"object_2075_0","object_2075","","","image","image/jpg","/objects/dscn2924.jpg","/objects/small/dscn2924_sm.jpg","/objects/thumbs/dscn2924_th.jpg","image containing object_2075","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2924_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2924.jpg","http://localhost:4000/shadowfigures/items/object_2075.html#object_2075_0"
"object_2076","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2924_th.jpg","","Chou head. Chou official. Flesh cut face, blush. Deco black brow, ‘ba’ stachio, soul patch, short pointed beard. Red lips, teeth, tongue. Black shamao hat sits forward on head, green edge; round fins, ochre, red cut deco.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2924_th.jpg","","http://localhost:4000/shadowfigures/items/object_2076.html"
"object_2076_0","object_2076","","","image","image/jpg","/objects/dscn2924.jpg","/objects/small/dscn2924_sm.jpg","/objects/thumbs/dscn2924_th.jpg","image containing object_2076","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2924_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2924.jpg","http://localhost:4000/shadowfigures/items/object_2076.html#object_2076_0"
"object_2077","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2924_th.jpg","","Chou head. Chou official. Black shamao hat sits forward on head; round fins. Flesh face, blush, stylized brow, &#39;ba&#39; 八 stachios, soul patch, short pointed beard.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2924_th.jpg","","http://localhost:4000/shadowfigures/items/object_2077.html"
"object_2077_0","object_2077","","","image","image/jpg","/objects/dscn2924.jpg","/objects/small/dscn2924_sm.jpg","/objects/thumbs/dscn2924_th.jpg","image containing object_2077","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2924_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2924.jpg","http://localhost:4000/shadowfigures/items/object_2077.html#object_2077_0"
"object_2078","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2925_th.jpg","","Chou head. Chou official. Black shamao hat sits forward on head; round fins. 3/4 view, pockmarked flesh face, cleft palate, teeth; one eye missing with blood on cheek; natural neck.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2925_th.jpg","","http://localhost:4000/shadowfigures/items/object_2078.html"
"object_2078_0","object_2078","","","image","image/jpg","/objects/dscn2925.jpg","/objects/small/dscn2925_sm.jpg","/objects/thumbs/dscn2925_th.jpg","image containing object_2078","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2925_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2925.jpg","http://localhost:4000/shadowfigures/items/object_2078.html#object_2078_0"
"object_2079","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2925_th.jpg","","Chou head. Chou official. Black shamao hat sits forward on head; round fins, green edging. Flesh face, bright pink blush, fish style eye, stylized brow, &#39;ba&#39; 八 stachios, soul patch, short pointed beard.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2925_th.jpg","","http://localhost:4000/shadowfigures/items/object_2079.html"
"object_2079_0","object_2079","","","image","image/jpg","/objects/dscn2925.jpg","/objects/small/dscn2925_sm.jpg","/objects/thumbs/dscn2925_th.jpg","image containing object_2079","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2925_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2925.jpg","http://localhost:4000/shadowfigures/items/object_2079.html#object_2079_0"
"object_2079_1","object_2079","","","image","image/jpg","/objects/dscn2926.jpg","/objects/small/dscn2926_sm.jpg","/objects/thumbs/dscn2926_th.jpg","image containing object_2079","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2926_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2926.jpg","http://localhost:4000/shadowfigures/items/object_2079.html#object_2079_1"
"object_2079_2","object_2079","","","image","image/jpg","/objects/dscn2927.jpg","/objects/small/dscn2927_sm.jpg","/objects/thumbs/dscn2927_th.jpg","image containing object_2079","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2927_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2927.jpg","http://localhost:4000/shadowfigures/items/object_2079.html#object_2079_2"
"object_2079_3","object_2079","","","image","image/jpg","/objects/dscn2928.jpg","/objects/small/dscn2928_sm.jpg","/objects/thumbs/dscn2928_th.jpg","image containing object_2079","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2928_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2928.jpg","http://localhost:4000/shadowfigures/items/object_2079.html#object_2079_3"
"object_2079_4","object_2079","","","image","image/jpg","/objects/dscn2929.jpg","/objects/small/dscn2929_sm.jpg","/objects/thumbs/dscn2929_th.jpg","image containing object_2079","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2929_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2929.jpg","http://localhost:4000/shadowfigures/items/object_2079.html#object_2079_4"
"object_2079_5","object_2079","","","image","image/jpg","/objects/dscn2930.jpg","/objects/small/dscn2930_sm.jpg","/objects/thumbs/dscn2930_th.jpg","image containing object_2079","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2930_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2930.jpg","http://localhost:4000/shadowfigures/items/object_2079.html#object_2079_5"
"object_2080","","Chou Jing head","Chou head","compound_object","","","","/objects/thumbs/dscn2925_th.jpg","","Chou Jing head. Chou Jing official. Black shamao hat sits forward on head; round fins. Flesh face with tatoo stripes in black and grey around fish style eye and red lips, teeth, tongue.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2925_th.jpg","","http://localhost:4000/shadowfigures/items/object_2080.html"
"object_2080_0","object_2080","","","image","image/jpg","/objects/dscn2925.jpg","/objects/small/dscn2925_sm.jpg","/objects/thumbs/dscn2925_th.jpg","image containing object_2080","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2925_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2925.jpg","http://localhost:4000/shadowfigures/items/object_2080.html#object_2080_0"
"object_2080_1","object_2080","","","image","image/jpg","/objects/dscn2926.jpg","/objects/small/dscn2926_sm.jpg","/objects/thumbs/dscn2926_th.jpg","image containing object_2080","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2926_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2926.jpg","http://localhost:4000/shadowfigures/items/object_2080.html#object_2080_1"
"object_2080_2","object_2080","","","image","image/jpg","/objects/dscn2927.jpg","/objects/small/dscn2927_sm.jpg","/objects/thumbs/dscn2927_th.jpg","image containing object_2080","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2927_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2927.jpg","http://localhost:4000/shadowfigures/items/object_2080.html#object_2080_2"
"object_2080_3","object_2080","","","image","image/jpg","/objects/dscn2928.jpg","/objects/small/dscn2928_sm.jpg","/objects/thumbs/dscn2928_th.jpg","image containing object_2080","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2928_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2928.jpg","http://localhost:4000/shadowfigures/items/object_2080.html#object_2080_3"
"object_2080_4","object_2080","","","image","image/jpg","/objects/dscn2929.jpg","/objects/small/dscn2929_sm.jpg","/objects/thumbs/dscn2929_th.jpg","image containing object_2080","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2929_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2929.jpg","http://localhost:4000/shadowfigures/items/object_2080.html#object_2080_4"
"object_2080_5","object_2080","","","image","image/jpg","/objects/dscn2930.jpg","/objects/small/dscn2930_sm.jpg","/objects/thumbs/dscn2930_th.jpg","image containing object_2080","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2930_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2930.jpg","http://localhost:4000/shadowfigures/items/object_2080.html#object_2080_5"
"object_2081","","Chou Jing head","Chou head","compound_object","","","","/objects/thumbs/dscn2931_th.jpg","","Chou Jing head. Chou or Jing demon official. Black shamao hat, diamond fins. Black swoosh and curved lines on natural face and stylized clown patch. Triangle eye, &#39;ba&#39; 八 stachio into thick two strand long pointed beard, soul patch. Lively eye.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2931_th.jpg","","http://localhost:4000/shadowfigures/items/object_2081.html"
"object_2081_0","object_2081","","","image","image/jpg","/objects/dscn2931.jpg","/objects/small/dscn2931_sm.jpg","/objects/thumbs/dscn2931_th.jpg","image containing object_2081","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2931_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2931.jpg","http://localhost:4000/shadowfigures/items/object_2081.html#object_2081_0"
"object_2082","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn2931_th.jpg","","Jing head. Jing official. Black shamao hat, leaf shaped fins, front emblem. Maroon face, crescent evil eye, black cut decos; &#39;ba&#39; 八 stachio into thick two strand long pointed beard, soul patch.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2931_th.jpg","","http://localhost:4000/shadowfigures/items/object_2082.html"
"object_2082_0","object_2082","","","image","image/jpg","/objects/dscn2931.jpg","/objects/small/dscn2931_sm.jpg","/objects/thumbs/dscn2931_th.jpg","image containing object_2082","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2931_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2931.jpg","http://localhost:4000/shadowfigures/items/object_2082.html#object_2082_0"
"object_2083","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2931_th.jpg","","Chou head. Chou official. Black shamao hat sits forward on head; diamond fins like perked up ears at back of hat. Pockmarked black hair at back. 3/4 flesh face, blush, fish style eyes, black cut marks on forehead and nose; &#39;ba&#39; 八 stachios, skinny long sideburns, soul patch, short pointed beard.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2931_th.jpg","","http://localhost:4000/shadowfigures/items/object_2083.html"
"object_2083_0","object_2083","","","image","image/jpg","/objects/dscn2931.jpg","/objects/small/dscn2931_sm.jpg","/objects/thumbs/dscn2931_th.jpg","image containing object_2083","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2931_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2931.jpg","http://localhost:4000/shadowfigures/items/object_2083.html#object_2083_0"
"object_2084","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2932_th.jpg","","Chou head. Chou official. Black shamao hat sits forward on head; leaf-shaped fins. Flesh face, bright pink blush, fish style eye, black marks and outline of smiling red lips; pointed nose.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2932_th.jpg","","http://localhost:4000/shadowfigures/items/object_2084.html"
"object_2084_0","object_2084","","","image","image/jpg","/objects/dscn2932.jpg","/objects/small/dscn2932_sm.jpg","/objects/thumbs/dscn2932_th.jpg","image containing object_2084","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2932_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2932.jpg","http://localhost:4000/shadowfigures/items/object_2084.html#object_2084_0"
"object_2085","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2932_th.jpg","","Chou head. Chou official. Black shamao hat sits forward on head; leaf-shaped fins. Black, open cut face, round clown patch; smiling red lips, teeth.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2932_th.jpg","","http://localhost:4000/shadowfigures/items/object_2085.html"
"object_2085_0","object_2085","","","image","image/jpg","/objects/dscn2932.jpg","/objects/small/dscn2932_sm.jpg","/objects/thumbs/dscn2932_th.jpg","image containing object_2085","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2932_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2932.jpg","http://localhost:4000/shadowfigures/items/object_2085.html#object_2085_0"
"object_2086","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn2932_th.jpg","","Chou head. Chou official. Black shamao hat sits forward on head; diamond fins. Open cut black face with black lines across cheek; fish eye, clown patch completely covers nose; black &#39;ba&#39; 八 stachios connect to long sideburns that extend to pointed beard; soul patch.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2932_th.jpg","","http://localhost:4000/shadowfigures/items/object_2086.html"
"object_2086_0","object_2086","","","image","image/jpg","/objects/dscn2932.jpg","/objects/small/dscn2932_sm.jpg","/objects/thumbs/dscn2932_th.jpg","image containing object_2086","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2932_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2932.jpg","http://localhost:4000/shadowfigures/items/object_2086.html#object_2086_0"
"object_2087","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn2933_th.jpg","","Jing head. Lao jing demon official. Black shamao hat, pointed fins. Natural face, cut wrinkles, black diamond eye, swoosh; closed downcast thin red lips; natural white ear tuft, &#39;ba&#39; 八 stachio into thick two-strand long pointed beard, soul patch.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2933_th.jpg","","http://localhost:4000/shadowfigures/items/object_2087.html"
"object_2087_0","object_2087","","","image","image/jpg","/objects/dscn2933.jpg","/objects/small/dscn2933_sm.jpg","/objects/thumbs/dscn2933_th.jpg","image containing object_2087","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2933_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2933.jpg","http://localhost:4000/shadowfigures/items/object_2087.html#object_2087_0"
"object_2088","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn2933_th.jpg","","Jing head. Lao jing demon official. Black shamao hat, pointed fins. Natural face, cut wrinkles, black diamond eye, swoosh; closed downcast thin red lips; grey ear tuft, &#39;ba&#39; 八 stachio into thick two-strand long pointed beard, soul patch.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2933_th.jpg","","http://localhost:4000/shadowfigures/items/object_2088.html"
"object_2088_0","object_2088","","","image","image/jpg","/objects/dscn2933.jpg","/objects/small/dscn2933_sm.jpg","/objects/thumbs/dscn2933_th.jpg","image containing object_2088","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2933_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2933.jpg","http://localhost:4000/shadowfigures/items/object_2088.html#object_2088_0"
"object_2089","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn2933_th.jpg","","Jing head. Jing demon official. Black shamao hat, pointed fins. Natural face, cut wrinkles, black diamond eye, swoosh; closed downcast thin red lips; black ear tuft, &#39;ba&#39; 八 stachio into thick two-strand long pointed beard, soul patch.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2933_th.jpg","","http://localhost:4000/shadowfigures/items/object_2089.html"
"object_2089_0","object_2089","","","image","image/jpg","/objects/dscn2933.jpg","/objects/small/dscn2933_sm.jpg","/objects/thumbs/dscn2933_th.jpg","image containing object_2089","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2933_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2933.jpg","http://localhost:4000/shadowfigures/items/object_2089.html#object_2089_0"
"object_2090","","Dragon robe male","Male body","compound_object","","","","/objects/thumbs/dscn2750_th.jpg","","Dragon robe male. Court attire, jade belt, shou face on torso, wave pattern on wide cuffs and hem, block hands; platform shoes. Pink robe. Profile orange dragon at belly near jade belt, blue-purple wing to ankle, wide blue cuff and hem with red peony-like flowers; cut wave and mountain pattern above; tippet. Pink and purple cut clouds alternate with dragon body on torso and sleeves. Platform black shoes and block hands. Light or no lacquer. 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2750_th.jpg","","http://localhost:4000/shadowfigures/items/object_2090.html"
"object_2090_0","object_2090","","","image","image/jpg","/objects/dscn2750.jpg","/objects/small/dscn2750_sm.jpg","/objects/thumbs/dscn2750_th.jpg","image containing object_2090","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2750_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2750.jpg","http://localhost:4000/shadowfigures/items/object_2090.html#object_2090_0"
"object_2091","","Dragon robe male","Male body","compound_object","","","","/objects/thumbs/dscn2751_th.jpg","","Dragon robe male. Court attire, jade belt, animal face on torso, wave pattern on wide cuffs and hem, block hands; platform shoes. Red robe. 2 half frontal face, yellow dragons at front above jade belt; altogether 8 cut crane roundels in wide blue edge of sleeves and hem with cut waves and mountain pattern above; tippet. Blue and cut black decoration wing to ankle; platform boots, block hands. 3 rods. Light or no lacquer.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2751_th.jpg","","http://localhost:4000/shadowfigures/items/object_2091.html"
"object_2091_0","object_2091","","","image","image/jpg","/objects/dscn2751.jpg","/objects/small/dscn2751_sm.jpg","/objects/thumbs/dscn2751_th.jpg","image containing object_2091","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2751_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2751.jpg","http://localhost:4000/shadowfigures/items/object_2091.html#object_2091_0"
"object_2092","","Dragon robe male","Male body","compound_object","","","","/objects/thumbs/dscn2752_th.jpg","","Dragon robe male. Court attire, jade belt, animal face on torso, wave pattern on wide cuffs and hem, block hands; platform shoes. Black robe. Same design as 2091 but different effect. 2 half frontal face, yellow dragons at front above jade belt; altogether 8 cut crane roundels in wide blue edge of sleeves and hem with cut waves and mountain pattern above; tippet. Red and cut green decoration wing to ankle; platform boots, block hands. 3 rods. Light or no lacquer.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2752_th.jpg","","http://localhost:4000/shadowfigures/items/object_2092.html"
"object_2092_0","object_2092","","","image","image/jpg","/objects/dscn2752.jpg","/objects/small/dscn2752_sm.jpg","/objects/thumbs/dscn2752_th.jpg","image containing object_2092","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2752_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2752.jpg","http://localhost:4000/shadowfigures/items/object_2092.html#object_2092_0"
"object_2093","","Dragon robe male","Male body","compound_object","","","","/objects/thumbs/dscn2753_th.jpg","","Dragon robe male. Court attire, jade belt,animal face on torso, wave pattern on wide cuffs and hem. Pale green robe. One 1/2 face dragon body on chest, one profile dragon near jade belt. Wide white band at cuffs and hem with red to pink chrysanthemum prong decorations. Cut waves and mountain pattern above. Blue wings to ankle with cut decorations of pink and red. Platform boots, block hands. 3 rods. Pencil note.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2753_th.jpg","","http://localhost:4000/shadowfigures/items/object_2093.html"
"object_2093_0","object_2093","","","image","image/jpg","/objects/dscn2753.jpg","/objects/small/dscn2753_sm.jpg","/objects/thumbs/dscn2753_th.jpg","image containing object_2093","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2753_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2753.jpg","http://localhost:4000/shadowfigures/items/object_2093.html#object_2093_0"
"object_2093_1","object_2093","","","image","image/jpg","/objects/dscn0454.jpg","/objects/small/dscn0454_sm.jpg","/objects/thumbs/dscn0454_th.jpg","image containing object_2093","","http://localhost:4000/shadowfigures/objects/thumbs/dscn0454_th.jpg","http://localhost:4000/shadowfigures/objects/dscn0454.jpg","http://localhost:4000/shadowfigures/items/object_2093.html#object_2093_1"
"object_2093_2","object_2093","","","image","image/jpg","/objects/dscn0455.jpg","/objects/small/dscn0455_sm.jpg","/objects/thumbs/dscn0455_th.jpg","image containing object_2093","","http://localhost:4000/shadowfigures/objects/thumbs/dscn0455_th.jpg","http://localhost:4000/shadowfigures/objects/dscn0455.jpg","http://localhost:4000/shadowfigures/items/object_2093.html#object_2093_2"
"object_2093_3","object_2093","","","image","image/jpg","/objects/dscn0456.jpg","/objects/small/dscn0456_sm.jpg","/objects/thumbs/dscn0456_th.jpg","image containing object_2093","","http://localhost:4000/shadowfigures/objects/thumbs/dscn0456_th.jpg","http://localhost:4000/shadowfigures/objects/dscn0456.jpg","http://localhost:4000/shadowfigures/items/object_2093.html#object_2093_3"
"object_2094","","Dragon robe male","Male body","compound_object","","","","/objects/thumbs/dscn2754_th.jpg","","Dragon robe male. Imperial dragon robe, yellow. Dragon 1/2 faces are both spotted blue-green; wing is green with cut red decorations; crane roundels; black platform boots; block hands. 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2754_th.jpg","","http://localhost:4000/shadowfigures/items/object_2094.html"
"object_2094_0","object_2094","","","image","image/jpg","/objects/dscn2754.jpg","/objects/small/dscn2754_sm.jpg","/objects/thumbs/dscn2754_th.jpg","image containing object_2094","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2754_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2754.jpg","http://localhost:4000/shadowfigures/items/object_2094.html#object_2094_0"
"object_2094_1","object_2094","","","image","image/jpg","/objects/dscn3713.jpg","/objects/small/dscn3713_sm.jpg","/objects/thumbs/dscn3713_th.jpg","image containing object_2094","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3713_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3713.jpg","http://localhost:4000/shadowfigures/items/object_2094.html#object_2094_1"
"object_2094_2","object_2094","","","image","image/jpg","/objects/dscn3715.jpg","/objects/small/dscn3715_sm.jpg","/objects/thumbs/dscn3715_th.jpg","image containing object_2094","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3715_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3715.jpg","http://localhost:4000/shadowfigures/items/object_2094.html#object_2094_2"
